"VP","VN","FP","FN"
"11","14","4","16"
"0","16","15","14"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"2","15","13","15"
"1","15","14","15"
"1","15","14","15"
"0","28","15","2"
"0","15","15","15"
"0","17","15","13"
"0","14","15","16"
"0","26","15","4"
"1","15","14","15"
"0","20","15","10"
"1","30","14","0"
"0","15","15","15"
"0","15","15","15"
"3","17","12","13"
"0","16","15","14"
"0","16","15","14"
"0","16","15","14"
"0","17","15","13"
"1","14","14","16"
"0","15","15","15"
"14","13","1","17"
"0","19","15","11"
"0","15","15","15"
"0","30","15","0"
"0","16","15","14"
"2","18","13","12"
"1","16","14","14"
"0","19","15","11"
"0","29","15","1"
"0","16","15","14"
"0","15","15","15"
"0","15","15","15"
"1","15","14","15"
"2","15","13","15"
"0","14","15","16"
"0","19","15","11"
"1","16","14","14"
"5","15","10","15"
"0","17","15","13"
"8","15","7","15"
"0","19","15","11"
"8","15","7","15"
"0","19","15","11"
"0","30","15","0"
"0","15","15","15"
"0","30","15","0"
"0","15","15","15"
"0","16","15","14"
"1","15","14","15"
"0","18","15","12"
"0","15","15","15"
"2","15","13","15"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"2","14","13","16"
"1","17","14","13"
"0","15","15","15"
"0","15","15","15"
"3","15","12","15"
"0","16","15","14"
"6","15","9","15"
"0","30","15","0"
"0","15","15","15"
"4","14","11","16"
"2","15","13","15"
"0","18","15","12"
"0","24","15","6"
"0","29","15","1"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"0","19","15","11"
"0","15","15","15"
"0","22","15","8"
"0","15","15","15"
"1","15","14","15"
"0","16","15","14"
"3","29","12","1"
"0","15","15","15"
"0","15","15","15"
"0","17","15","13"
"5","18","10","12"
"0","15","15","15"
"0","16","15","14"
"3","15","12","15"
"0","29","15","1"
"2","15","13","15"
"0","16","15","14"
"1","14","14","16"
"7","14","8","16"
"0","15","15","15"
"0","17","15","13"
"0","15","15","15"
"2","14","13","16"
"0","15","15","15"
"0","15","15","15"
"0","17","15","13"
"3","24","12","6"
"0","30","15","0"
"0","16","15","14"
"1","15","14","15"
"2","14","13","16"
"1","15","14","15"
"2","21","13","9"
"1","16","14","14"
"0","15","15","15"
"0","26","15","4"
"1","15","14","15"
"1","15","14","15"
"0","27","15","3"
"0","14","15","16"
"6","15","9","15"
"0","15","15","15"
"0","21","15","9"
"1","15","14","15"
"4","14","11","16"
"0","28","15","2"
"0","18","15","12"
"3","18","12","12"
"0","15","15","15"
"2","15","13","15"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"4","14","11","16"
"2","29","13","1"
"0","16","15","14"
"0","16","15","14"
"5","20","10","10"
"6","14","9","16"
"0","26","15","4"
"0","19","15","11"
"1","15","14","15"
"0","16","15","14"
"0","15","15","15"
"3","15","12","15"
"4","15","11","15"
"0","23","15","7"
"0","30","15","0"
"0","15","15","15"
"2","15","13","15"
"0","15","15","15"
"4","15","11","15"
"0","29","15","1"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"2","15","13","15"
"0","27","15","3"
"0","16","15","14"
"0","16","15","14"
"0","28","15","2"
"2","15","13","15"
"0","29","15","1"
"4","14","11","16"
"0","16","15","14"
"2","15","13","15"
"5","15","10","15"
"2","15","13","15"
"1","30","14","0"
"0","17","15","13"
"0","20","15","10"
"12","14","3","16"
"3","15","12","15"
"0","20","15","10"
"0","16","15","14"
"2","19","13","11"
"1","15","14","15"
"0","21","15","9"
"0","17","15","13"
"0","15","15","15"
"0","20","15","10"
"0","16","15","14"
"0","15","15","15"
"5","15","10","15"
"0","30","15","0"
"5","14","10","16"
"0","16","15","14"
"0","19","15","11"
"1","15","14","15"
"0","15","15","15"
"0","15","15","15"
"3","16","12","14"
"0","30","15","0"
"4","15","11","15"
"0","15","15","15"
"2","14","13","16"
"4","15","11","15"
"0","15","15","15"
"1","17","14","13"
"0","15","15","15"
"1","15","14","15"
"6","15","9","15"
"0","15","15","15"
"0","16","15","14"
"3","15","12","15"
"8","14","7","16"
"0","15","15","15"
"0","30","15","0"
"1","14","14","16"
"0","15","15","15"
"0","16","15","14"
"0","16","15","14"
"0","15","15","15"
"0","15","15","15"
"0","23","15","7"
"1","14","14","16"
"0","19","15","11"
"0","27","15","3"
"0","15","15","15"
"0","15","15","15"
"2","15","13","15"
"1","15","14","15"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"3","14","12","16"
"0","15","15","15"
"6","15","9","15"
"0","18","15","12"
"0","29","15","1"
"5","15","10","15"
"2","15","13","15"
"1","15","14","15"
"0","17","15","13"
"0","15","15","15"
"0","30","15","0"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"0","16","15","14"
"2","15","13","15"
"2","15","13","15"
"0","17","15","13"
"0","17","15","13"
"2","18","13","12"
"3","15","12","15"
"0","30","15","0"
"0","15","15","15"
"0","18","15","12"
"0","16","15","14"
"0","15","15","15"
"1","16","14","14"
"0","16","15","14"
"0","16","15","14"
"2","15","13","15"
"11","14","4","16"
"5","15","10","15"
"0","15","15","15"
"0","30","15","0"
"0","15","15","15"
"0","15","15","15"
"3","15","12","15"
"0","22","15","8"
"0","15","15","15"
"3","15","12","15"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"0","17","15","13"
"11","15","4","15"
"0","16","15","14"
"0","15","15","15"
"1","15","14","15"
"0","22","15","8"
"0","16","15","14"
"0","14","15","16"
"5","15","10","15"
"0","30","15","0"
"0","16","15","14"
"2","14","13","16"
"0","16","15","14"
"0","15","15","15"
"0","22","15","8"
"2","14","13","16"
"0","30","15","0"
"0","21","15","9"
"0","17","15","13"
"0","16","15","14"
"0","16","15","14"
"0","15","15","15"
"0","15","15","15"
"1","15","14","15"
"3","14","12","16"
"0","20","15","10"
"2","29","13","1"
"0","15","15","15"
"0","22","15","8"
"2","15","13","15"
"1","15","14","15"
"0","15","15","15"
"0","15","15","15"
"0","29","15","1"
"0","15","15","15"
"4","19","11","11"
"7","14","8","16"
"0","17","15","13"
"4","14","11","16"
"0","15","15","15"
"4","15","11","15"
"0","22","15","8"
"0","16","15","14"
"2","15","13","15"
"0","15","15","15"
"0","15","15","15"
"1","15","14","15"
"0","15","15","15"
"0","15","15","15"
"0","25","15","5"
"0","15","15","15"
"1","15","14","15"
"0","15","15","15"
"4","15","11","15"
"4","16","11","14"
"1","13","14","17"
"0","30","15","0"
"0","15","15","15"
"1","15","14","15"
"0","30","15","0"
"1","15","14","15"
"0","17","15","13"
"0","21","15","9"
"8","15","7","15"
"5","14","10","16"
"0","17","15","13"
"1","15","14","15"
"0","16","15","14"
"0","30","15","0"
"0","16","15","14"
"7","15","8","15"
"1","15","14","15"
"0","15","15","15"
"0","15","15","15"
"0","24","15","6"
"0","17","15","13"
"13","14","2","16"
"6","15","9","15"
"3","15","12","15"
"0","16","15","14"
"1","15","14","15"
"0","15","15","15"
"7","14","8","16"
"4","13","11","17"
"2","15","13","15"
"0","29","15","1"
"2","15","13","15"
"2","14","13","16"
"0","15","15","15"
"0","15","15","15"
"2","16","13","14"
"0","19","15","11"
"0","17","15","13"
"1","15","14","15"
"0","16","15","14"
"0","15","15","15"
"0","30","15","0"
"0","15","15","15"
"0","16","15","14"
"0","15","15","15"
"0","17","15","13"
"2","15","13","15"
"3","14","12","16"
"0","24","15","6"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"7","15","8","15"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"2","15","13","15"
"0","15","15","15"
"3","14","12","16"
"0","20","15","10"
"0","30","15","0"
"0","15","15","15"
"0","14","15","16"
"3","15","12","15"
"0","15","15","15"
"11","15","4","15"
"0","15","15","15"
"6","14","9","16"
"0","17","15","13"
"0","15","15","15"
"5","17","10","13"
"0","18","15","12"
"0","15","15","15"
"7","14","8","16"
"0","16","15","14"
"2","15","13","15"
"7","15","8","15"
"0","16","15","14"
"0","15","15","15"
"0","16","15","14"
"5","15","10","15"
"0","16","15","14"
"1","16","14","14"
"5","14","10","16"
"0","16","15","14"
"0","15","15","15"
"4","14","11","16"
"6","14","9","16"
"4","16","11","14"
"0","16","15","14"
"0","17","15","13"
"13","13","2","17"
"8","14","7","16"
"3","16","12","14"
"0","15","15","15"
"1","16","14","14"
"0","19","15","11"
"2","15","13","15"
"6","14","9","16"
"4","15","11","15"
"2","15","13","15"
"3","14","12","16"
"0","15","15","15"
"1","19","14","11"
"6","15","9","15"
"3","15","12","15"
"7","15","8","15"
"0","25","15","5"
"0","15","15","15"
"9","15","6","15"
"8","14","7","16"
"1","15","14","15"
"1","15","14","15"
"0","16","15","14"
"0","16","15","14"
"1","15","14","15"
"1","14","14","16"
"0","15","15","15"
"1","15","14","15"
"0","29","15","1"
"0","16","15","14"
"0","20","15","10"
"11","15","4","15"
"5","14","10","16"
"0","26","15","4"
"0","27","15","3"
"4","17","11","13"
"0","16","15","14"
"1","15","14","15"
"0","16","15","14"
"0","16","15","14"
"0","23","15","7"
"1","16","14","14"
"0","16","15","14"
"0","29","15","1"
"1","15","14","15"
"0","24","15","6"
"11","15","4","15"
"0","15","15","15"
"1","15","14","15"
"0","23","15","7"
"0","15","15","15"
"1","15","14","15"
"0","15","15","15"
"12","14","3","16"
"0","16","15","14"
"3","15","12","15"
"0","15","15","15"
"0","15","15","15"
"2","14","13","16"
"0","30","15","0"
"0","15","15","15"
"2","15","13","15"
"0","19","15","11"
"12","14","3","16"
"0","17","15","13"
"0","14","15","16"
"0","15","15","15"
"8","15","7","15"
"0","15","15","15"
"4","14","11","16"
"0","16","15","14"
"2","15","13","15"
"0","15","15","15"
"12","13","3","17"
"0","15","15","15"
"0","27","15","3"
"0","15","15","15"
"0","16","15","14"
"1","14","14","16"
"4","15","11","15"
"0","15","15","15"
"0","16","15","14"
"0","15","15","15"
"0","16","15","14"
"1","17","14","13"
"0","15","15","15"
"0","15","15","15"
"0","15","15","15"
"5","15","10","15"
"0","15","15","15"
"10","14","5","16"
"0","28","15","2"
"0","16","15","14"
"0","15","15","15"
"0","22","15","8"
"4","15","11","15"
"5","15","10","15"
"0","16","15","14"
"0","16","15","14"
"0","17","15","13"
"0","25","15","5"
"0","17","15","13"
"0","15","15","15"
"0","30","15","0"
"10","14","5","16"
"0","15","15","15"
"2","15","13","15"
"0","18","15","12"
"10","14","5","16"
"0","15","15","15"
"0","16","15","14"
"0","15","15","15"
"0","18","15","12"
"3","15","12","15"
"3","14","12","16"
"0","15","15","15"
"1","15","14","15"
"0","29","15","1"
"5","15","10","15"
"1","21","14","9"
"2","15","13","15"
"0","15","15","15"
"1","26","14","4"
"1","19","14","11"
"0","17","15","13"
"0","26","15","4"
"0","30","15","0"
"0","15","15","15"
"0","16","15","14"
"0","18","15","12"
"3","15","12","15"
"1","15","14","15"
"0","16","15","14"
"8","14","7","16"
"0","15","15","15"
"5","15","10","15"
"0","15","15","15"
"0","16","15","14"
"8","15","7","15"
"3","15","12","15"
"0","18","15","12"
"0","15","15","15"
"6","15","9","15"
"6","15","9","15"
"4","23","11","7"
"0","17","15","13"
"3","15","12","15"
"0","16","15","14"
"0","19","15","11"
"1","15","14","15"
"2","15","13","15"
"0","22","15","8"
"0","16","15","14"
"0","21","15","9"
"1","15","14","15"
"0","15","15","15"
"5","15","10","15"
"7","14","8","16"
"0","16","15","14"
"0","16","15","14"
"1","17","14","13"
"2","15","13","15"
"4","15","11","15"
"10","14","5","16"
"3","15","12","15"
"0","19","15","11"
"0","16","15","14"
"0","16","15","14"
"0","16","15","14"
"0","17","15","13"
"0","18","15","12"
"0","25","15","5"
"0","16","15","14"
"1","16","14","14"
"3","14","12","16"
"0","15","15","15"
"15","15","0","15"
"0","15","15","15"
"2","15","13","15"
"0","16","15","14"
"0","16","15","14"
"5","14","10","16"
"1","15","14","15"
"2","15","13","15"
"4","15","11","15"
"4","15","11","15"
"0","15","15","15"
"5","15","10","15"
"0","14","15","16"
"0","15","15","15"
"1","15","14","15"
"0","30","15","0"
"0","15","15","15"
"1","15","14","15"
"1","15","14","15"
"0","15","15","15"
"0","16","15","14"
"0","22","15","8"
"0","16","15","14"
"0","15","15","15"
"0","15","15","15"
"0","16","15","14"
"3","15","12","15"
"0","17","15","13"
"0","19","15","11"
"0","15","15","15"
"3","16","12","14"
"2","18","13","12"
"1","24","14","6"
"0","15","15","15"
"0","18","15","12"
"12","15","3","15"
"0","16","15","14"
"6","14","9","16"
"8","14","7","16"
"1","15","14","15"
"3","14","12","16"
"1","15","14","15"
"0","16","15","14"
"0","15","15","15"
"0","16","15","14"
"0","15","15","15"
"7","18","8","12"
"0","15","15","15"
"0","15","15","15"
"0","24","15","6"
"5","14","10","16"
"5","15","10","15"
"0","15","15","15"
"0","28","15","2"
"0","24","15","6"
"14","15","1","15"
"0","16","15","14"
"2","14","13","16"
